filename,width,height,class,xmin,ymin,xmax,ymax
zoom_tests_RockPaperScissors-mohamed_mp4-127_jpg.rf.ada139392589b2a04ca769f5a7f38777.jpg,640,640,Paper,198,25,569,432


egohands-public-1624972124090_png_jpg.rf.ada2334c5c1fe38ae6ccca0fd7688431.jpg,640,640,Paper,153,487,448,591
youtube-41_jpg.rf.adc130b1bf7f434459061edb576b6388.jpg,640,640,Scissors,104,128,439,561
egohands-public-1625254260225_png_jpg.rf.adc4004a20b496d0efea879f66c8c54b.jpg,640,640,Paper,256,313,530,499
0301_png.rf.adc2532a798fcabb7853c7ec3ed75f2c.jpg,640,640,Scissors,203,292,277,400
0301_png.rf.adc2532a798fcabb7853c7ec3ed75f2c.jpg,640,640,Paper,343,446,468,512
egohands-public-1624561288746_png_jpg.rf.adaa0b2c929f84bd7449d265bd4cd2ad.jpg,640,640,Paper,148,409,419,569
egohands-public-1624377525964_png_jpg.rf.add3b0f18cf7f6c603c8cbecd4124933.jpg,640,640,Paper,65,260,336,448
youtube-103_jpg.rf.ade9810cf532946e75c05bc06efda338.jpg,640,640,Scissors,133,120,412,395



youtube-95_jpg.rf.adda9b59d645ba2937b3077fd502ba98.jpg,640,640,Scissors,112,178,408,440


IMG_5567_mp4-117_jpg.rf.ae2e5a951a7782c59a39aee7e458c4ef.jpg,640,640,Rock,259,400,384,472

0058_png.rf.ae3acfebd76549e86f308195d0716e51.jpg,640,640,Rock,432,307,477,405
0058_png.rf.ae3acfebd76549e86f308195d0716e51.jpg,640,640,Rock,221,317,277,435
0049_png.rf.ae1a561841f39c94b02fb595440946f2.jpg,640,640,Scissors,282,394,386,503
egohands-public-1620849852647_png_jpg.rf.adeca40cb04f2da6e856234ebba8c017.jpg,640,640,Paper,322,291,588,496
egohands-public-1624972112420_png_jpg.rf.ae490a0347b114e1cf934e4608698a8a.jpg,640,640,Rock,387,239,554,460

IMG_7077_MOV-94_jpg.rf.ae4241c11189f1245500fc5523ba3031.jpg,640,640,Paper,319,344,454,415
youtube-55_jpg.rf.ae71a70abee248a51b9f8b8e997c60f7.jpg,640,640,Rock,398,169,533,454
youtube-55_jpg.rf.ae71a70abee248a51b9f8b8e997c60f7.jpg,640,640,Scissors,57,237,323,484
egohands-public-1625070648227_png_jpg.rf.ae4c44ef66218399aacf0279fc162db1.jpg,640,640,Rock,84,253,245,512

IMG_5636_MOV-10_jpg.rf.ae94aa623ab4e66bed59d3a500e06954.jpg,640,640,Scissors,357,311,574,463
youtube-9_jpg.rf.ae98cea5683b0bad78328ae8b4e7bbe9.jpg,640,640,Rock,410,249,579,490
youtube-9_jpg.rf.ae98cea5683b0bad78328ae8b4e7bbe9.jpg,640,640,Scissors,12,155,303,465

egohands-public-1625254259296_png_jpg.rf.ae97fa48afa668a941bd308ddbf7d0a7.jpg,640,640,Paper,138,410,449,607
IMG_5636_MOV-9_jpg.rf.ae9a87423da2f8f66fcaf040d29b5ec0.jpg,640,640,Scissors,9,306,239,444
0249_png.rf.aeb2e018c8f0d09abd6e054487c754d9.jpg,640,640,Paper,242,425,356,552
0249_png.rf.aeb2e018c8f0d09abd6e054487c754d9.jpg,640,640,Scissors,369,462,481,576
egohands-public-1622730821054_png_jpg.rf.ae9c2d1b3f588b0cf7359ca8c46fc72c.jpg,640,640,Scissors,6,419,362,640

youtube-81_jpg.rf.aec68b06f21d04c39d99f03995c7c0cb.jpg,640,640,Rock,458,138,633,432
youtube-81_jpg.rf.aec68b06f21d04c39d99f03995c7c0cb.jpg,640,640,Rock,80,160,243,395

egohands-public-1624546380201_png_jpg.rf.aecedb67571130ff273448e70ea31eb8.jpg,640,640,Rock,242,349,382,492

IMG_5567_mp4-116_jpg.rf.aecef39aaeaabaac3b81403f8612e8a6.jpg,640,640,Rock,214,388,352,468
egohands-public-1624563394184_png_jpg.rf.aefceb5f1888d1c5ce6c126044c3321c.jpg,640,640,Paper,306,408,577,601


IMG_5567_mp4-34_jpg.rf.af18a60cce9faa86f39525bf5d0bcfb7.jpg,640,640,Rock,309,367,423,437
IMG_7043_MOV-198_jpg.rf.af0f343445382152b9646ab7786b2b7d.jpg,640,640,Scissors,308,257,640,449
egohands-public-1623358707673_png_jpg.rf.af264eb8db88aa243ada8929093a1439.jpg,640,640,Rock,174,253,337,432
egohands-public-1624053429820_png_jpg.rf.af393ccc03e69ba84d39d550e3b6d05c.jpg,640,640,Rock,180,247,348,451
egohands-public-1624563395284_png_jpg.rf.af1e93d9b05cdab2ef95d4e5a4459cde.jpg,640,640,Scissors,441,276,640,515
egohands-public-1621214692829_png_jpg.rf.af52d40ef461ff7e8b6d75e7b48e916d.jpg,640,640,Rock,94,213,210,358

egohands-public-1623358710191_png_jpg.rf.af6a6ac9f10d8fb7c132a057214a1298.jpg,640,640,Rock,74,283,258,479

egohands-public-1624576212714_png_jpg.rf.af96cdab1eff1cfaa8a37e5059e6d769.jpg,640,640,Paper,113,377,326,532
zoom_tests_RockPaperScissors-mohamed_mp4-96_jpg.rf.af92dabb9b983e73980c951b3f988c77.jpg,640,640,Rock,47,121,180,392


egohands-public-1625254238022_png_jpg.rf.afc124b2ff6740cef2c2af769341c384.jpg,640,640,Rock,131,336,343,555
IMG_5567_mp4-109_jpg.rf.afa5c40e4d99d564bc96aa59d1387a93.jpg,640,640,Scissors,229,401,374,553
Photo-on-2-16-22-at-10-20-AM-9_jpg.rf.af8d4606c2b5bb4fbff874f2c96ecf51.jpg,640,640,Scissors,388,399,551,635


youtube-45_jpg.rf.aff425a94ac05d50a0a25f486a6d2bb1.jpg,640,640,Scissors,97,103,448,567
egohands-public-1622730822092_png_jpg.rf.b04177af3cf5d002071ad595177cf443.jpg,640,640,Scissors,301,179,624,419

egohands-public-1622746666711_png_jpg.rf.b05be94042a02d883d906423f4f94d96.jpg,640,640,Rock,320,384,505,595
JWitt-RCP_mp4-44_jpg.rf.b01b43ce92b172c2d6fb719d35b5a659.jpg,640,640,Scissors,0,188,590,624
IMG_5567_mp4-88_jpg.rf.b0468fc6a29cb808da429707ac2db961.jpg,640,640,Paper,269,265,483,420
youtube-99_jpg.rf.b0674be48280e0ad9c390f189588b6f6.jpg,640,640,Scissors,204,53,476,397

Screen-Recording-2023-03-11-at-9_48_18-PM_mov-209_jpg.rf.b06fd460a50190dfb029b451e46f4b2d.jpg,640,640,Rock,244,107,269,173
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-209_jpg.rf.b06fd460a50190dfb029b451e46f4b2d.jpg,640,640,Rock,371,145,391,192
JWitt-RCP_mp4-12_jpg.rf.b064374e1213cd80d8d444e196cf8b0f.jpg,640,640,Rock,96,274,640,572
IMG_5567_mp4-35_jpg.rf.b072738312b02c59ac16242ed460013a.jpg,640,640,Rock,339,355,454,424
Photo-on-2-16-22-at-10-19-AM-10_jpg.rf.b0767bc348d8b307b5733954d5826c1d.jpg,640,640,Rock,73,173,242,497


JWitt-RCP_mp4-39_jpg.rf.b0adf3922846e323776845e6d5894c2b.jpg,640,640,Scissors,0,195,501,574
zoom_tests_RockPaperScissors-mohamed_mp4-111_jpg.rf.b0ac06dc24227f0ad95b08f1675f04b1.jpg,640,640,Paper,0,253,219,640
youtube-29_jpg.rf.b0e09990e8649f273993fbddd5d93e98.jpg,640,640,Paper,86,240,456,402


0010_png.rf.b0b4cc31d98f0006e41b6bb59d22ce24.jpg,640,640,Rock,192,232,246,339
0010_png.rf.b0b4cc31d98f0006e41b6bb59d22ce24.jpg,640,640,Rock,362,275,421,392
0054_png.rf.b1036f84832e1937a5d90d3d5f144ee4.jpg,640,640,Rock,406,359,460,469
youtube-113_jpg.rf.b0d38b073cd7b32193e74ff70429e2f3.jpg,640,640,Paper,10,203,259,360
youtube-113_jpg.rf.b0d38b073cd7b32193e74ff70429e2f3.jpg,640,640,Scissors,305,115,556,320
egohands-public-1626355944007_png_jpg.rf.b103b31e435e2742f55894963773a563.jpg,640,640,Rock,81,394,220,560
youtube-117_jpg.rf.b10815ecf2024c2a34034daf09b80975.jpg,640,640,Paper,32,210,270,359
youtube-117_jpg.rf.b10815ecf2024c2a34034daf09b80975.jpg,640,640,Rock,400,90,528,282

youtube-82_jpg.rf.b0f88a2a4c2ab4e909ebe5567f9e3575.jpg,640,640,Rock,16,122,206,430
youtube-82_jpg.rf.b0f88a2a4c2ab4e909ebe5567f9e3575.jpg,640,640,Rock,421,145,597,385
egohands-public-1626201624528_png_jpg.rf.b10cbbbe900e94df241fe5676d80e986.jpg,640,640,Rock,28,270,242,523
zoom_tests_RockPaperScissors-mohamed_mp4-230_jpg.rf.b118694c4bb7e293096fadddb48fc79e.jpg,640,640,Scissors,368,389,568,640

IMG_7077_MOV-4_jpg.rf.b12497db83c353c1d222e7dda2724f2b.jpg,640,640,Rock,432,245,548,456
IMG_7077_MOV-4_jpg.rf.b12497db83c353c1d222e7dda2724f2b.jpg,640,640,Rock,212,296,300,486
IMG_7077_MOV-70_jpg.rf.b10e0f0926d7bbeca9a0ff3698aabd5c.jpg,640,640,Paper,128,348,318,491
IMG_7077_MOV-70_jpg.rf.b10e0f0926d7bbeca9a0ff3698aabd5c.jpg,640,640,Scissors,322,305,446,432
zoom_tests_RockPaperScissors-mohamed_mp4-84_jpg.rf.b1332025b1249fa2507c8a18e216b8b0.jpg,640,640,Rock,218,0,360,321
egohands-public-1624546381321_png_jpg.rf.b137286eefacb332d9f46b3cfafcf7e3.jpg,640,640,Paper,211,394,455,510
IMG_7079_MOV-135_jpg.rf.b12f33806524b2e0614ae8e7729e2394.jpg,640,640,Scissors,323,415,640,639

IMG_7043_MOV-178_jpg.rf.b13ef1f70fd525902e4ed8bf812072a1.jpg,640,640,Rock,0,307,467,533
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-287_jpg.rf.b11d82df500b05e3295edb72c50251e4.jpg,640,640,Rock,194,240,249,352
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-287_jpg.rf.b11d82df500b05e3295edb72c50251e4.jpg,640,640,Rock,366,322,416,470
zoom_tests_RockPaperScissors-mohamed_mp4-221_jpg.rf.b1736b0dca8d3115fc04e43998a79430.jpg,640,640,Scissors,77,239,251,640



egohands-public-1625151627780_png_jpg.rf.b145a6893526255c1fb8eb203a873d05.jpg,640,640,Rock,407,8,629,289
IMG_5567_mp4-34_jpg.rf.b14bf7e8d5982afab7b80a49f522d4df.jpg,640,640,Rock,214,355,325,424

egohands-public-1620849844981_png_jpg.rf.b1a42eef1edf85e117d0ea82060867f2.jpg,640,640,Paper,323,279,609,639

IMG_5636_MOV-58_jpg.rf.b19a35c5668d5b5531e249fca4ae9a97.jpg,640,640,Rock,51,350,182,442
IMG_5636_MOV-58_jpg.rf.b19a35c5668d5b5531e249fca4ae9a97.jpg,640,640,Paper,308,345,555,460
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-12_jpg.rf.b1995a638a184e177fc3d5baa1f922e2.jpg,640,640,Scissors,205,442,381,607

egohands-public-1623941905051_png_jpg.rf.b1a565cbef9bd4650127cb139903fa53.jpg,640,640,Rock,313,299,536,572

youtube-6_jpg.rf.b1b56da4acc97f2b2e41726ab326e03e.jpg,640,640,Rock,0,22,154,313
youtube-6_jpg.rf.b1b56da4acc97f2b2e41726ab326e03e.jpg,640,640,Rock,405,164,577,422
youtube-55_jpg.rf.b1b09886eb93e05ef23c724c6547fb5b.jpg,640,640,Rock,113,178,240,446
youtube-55_jpg.rf.b1b09886eb93e05ef23c724c6547fb5b.jpg,640,640,Scissors,311,242,561,475
egohands-public-1625756301727_png_jpg.rf.b1a33615cfaa2e2def17b415ac509503.jpg,640,640,Scissors,145,338,442,586


egohands-public-1624298522552_png_jpg.rf.b1c47378c22b29c230538d3e3dcd9df6.jpg,640,640,Rock,108,337,325,547


IMG_5636_MOV-48_jpg.rf.b1b61ac959522a740bc869b173052f42.jpg,640,640,Scissors,261,395,458,566
IMG_5567_mp4-159_jpg.rf.b1ff935d74a4a67811edc0e949d6c054.jpg,640,640,Paper,297,429,503,543
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-216_jpg.rf.b1c0c24c0d06a97c3a0cf37de059a7b7.jpg,640,640,Paper,498,120,594,189

zoom_tests_RockPaperScissors-mohamed_mp4-183_jpg.rf.b20156c01f2e0e62be24b13c532a8896.jpg,640,640,Scissors,316,154,640,640


Screen-Shot-2022-02-08-at-12-59-03-PM_png.rf.b22d329c99a636b9f8cc5e80d60b2420.jpg,640,640,Rock,395,219,459,338
IMG_7079_MOV-48_jpg.rf.b231a659522c4a3f77239af2c45b988b.jpg,640,640,Paper,0,216,531,554
zoom_tests_RockPaperScissors-mohamed_mp4-131_jpg.rf.b20e9ff55dcef4ad8465518c26eddf45.jpg,640,640,Paper,342,0,626,406


IMG_7079_MOV-130_jpg.rf.b24043f7cbe4bf6a43c33266d59f7713.jpg,640,640,Scissors,53,226,406,380
egohands-public-1621519210392_png_jpg.rf.b2455db6424096bd5b873937b13653e8.jpg,640,640,Paper,0,97,57,226
egohands-public-1622748412117_png_jpg.rf.b2503084f786de37f57e96c38524b769.jpg,640,640,Paper,289,184,516,313
IMG_7043_MOV-82_jpg.rf.b250921a646e1826aa157bfee0524599.jpg,640,640,Rock,203,377,437,551

youtube-7_jpg.rf.b29a09f4ba8b8e7b691136c788cd8283.jpg,640,640,Rock,450,152,627,440
youtube-7_jpg.rf.b29a09f4ba8b8e7b691136c788cd8283.jpg,640,640,Rock,37,221,207,478
IMG_5567_mp4-37_jpg.rf.b29835db499ee53be7d308a223cb3643.jpg,640,640,Rock,163,348,283,421

egohands-public-1626355938936_png_jpg.rf.b285d1fee2741ea7bf89878bcb5cfc03.jpg,640,640,Scissors,15,441,270,632
JWitt-RCP_mp4-75_jpg.rf.b28cfe945781aa72b76358b2fbb8bbbd.jpg,640,640,Paper,121,120,459,269
IMG_5636_MOV-49_jpg.rf.b2a391393a32f753af597e32f7ab7ba2.jpg,640,640,Scissors,222,362,444,555
egohands-public-1620850564403_png_jpg.rf.b29fccf0466e68a155cd429d8fbd1263.jpg,640,640,Rock,365,363,503,495
IMG_7079_MOV-147_jpg.rf.b2ba07d81cd59c8867dcd8dcd5e679b9.jpg,640,640,Scissors,0,202,311,488
IMG_7077_MOV-166_jpg.rf.b2b54d97fa4fb0a6ead91727605bd824.jpg,640,640,Scissors,252,323,388,459
IMG_7077_MOV-166_jpg.rf.b2b54d97fa4fb0a6ead91727605bd824.jpg,640,640,Scissors,87,345,230,487
egohands-public-1620850564403_png_jpg.rf.b27f839f00054ef6a7069d5983e01b75.jpg,640,640,Rock,172,363,296,481
youtube-108_jpg.rf.b26aeeb3bf64ed11a96724d9ad40ae9d.jpg,640,640,Paper,405,50,640,461
youtube-108_jpg.rf.b26aeeb3bf64ed11a96724d9ad40ae9d.jpg,640,640,Scissors,97,182,352,387


Screen-Recording-2023-03-11-at-9_48_18-PM_mov-198_jpg.rf.b2bf233320aec8d15636979edf832bee.jpg,640,640,Rock,360,282,386,336
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-198_jpg.rf.b2bf233320aec8d15636979edf832bee.jpg,640,640,Rock,259,264,280,303
IMG_5636_MOV-49_jpg.rf.b2be004c71bbc0e85a2a3d5b346a50ff.jpg,640,640,Scissors,192,390,393,565

IMG_7079_MOV-41_jpg.rf.b2d0a8d81fcb295720465f5ae1f2561d.jpg,640,640,Paper,0,276,495,640
JWitt-RCP_mp4-4_jpg.rf.b2d149c63e2954b6a1da10eb3c93e501.jpg,640,640,Rock,298,195,603,367

IMG_7079_MOV-10_jpg.rf.b2f3733408ff0eece5eb0e040c1b5392.jpg,640,640,Rock,31,232,395,502
egohands-public-1626201610883_png_jpg.rf.b2dca77081568e3907e0fd9adae5cd56.jpg,640,640,Rock,169,326,584,618




egohands-public-1624561287423_png_jpg.rf.b32f4817e05bf2b5b93a5bd450e1ddac.jpg,640,640,Paper,300,377,545,504

youtube-4_jpg.rf.b32642f94a9aeb838c8831689d7a2c07.jpg,640,640,Rock,52,192,216,441
youtube-4_jpg.rf.b32642f94a9aeb838c8831689d7a2c07.jpg,640,640,Rock,439,170,607,444

egohands-public-1624053422036_png_jpg.rf.b30e9fde5a2e53eaab3d9a88242c0256.jpg,640,640,Rock,210,296,531,525



IMG_5636_MOV-28_jpg.rf.b347b5da5897868f925735428552befe.jpg,640,640,Rock,158,361,323,454
egohands-public-1622127404086_png_jpg.rf.b378d8d3f6d941599c1f12583a5e3425.jpg,640,640,Rock,181,0,420,257

egohands-public-1624563391096_png_jpg.rf.b3798b3da1a1fa299fc48be407ba57bb.jpg,640,640,Scissors,26,350,349,600
egohands-public-1624561289672_png_jpg.rf.b352fb81f1c84deba2f75987b7f58ccd.jpg,640,640,Rock,347,227,538,424
IMG_5636_MOV-76_jpg.rf.b374247c3c4501c31546c1961b40afc3.jpg,640,640,Paper,52,262,222,411


IMG_7077_MOV-1_jpg.rf.b3b0f6e5dc762737aac11860b5e3d28c.jpg,640,640,Rock,201,319,304,510
IMG_7077_MOV-18_jpg.rf.b3ad983601cb21c8bcfa31cd0c1e6cef.jpg,640,640,Rock,489,0,591,167
youtube-59_jpg.rf.b3d85132ba6f0c9ef59271899fa6b1af.jpg,640,640,Scissors,361,185,595,439
youtube-59_jpg.rf.b3d85132ba6f0c9ef59271899fa6b1af.jpg,640,640,Paper,65,45,305,465

IMG_7043_MOV-48_jpg.rf.b4098ec029e5beb2263dfb362fd95adc.jpg,640,640,Scissors,190,225,623,522
IMG_7043_MOV-143_jpg.rf.b40e536e20bd15e4c6a14f3186a7f92a.jpg,640,640,Paper,0,351,389,640
JWitt-RCP_mp4-81_jpg.rf.b3f6260452a0cd16f6f96805bac1b62f.jpg,640,640,Paper,55,162,501,344

zoom_tests_RockPaperScissors-mohamed_mp4-54_jpg.rf.b4167e767189ee217e06a74682156bb4.jpg,640,640,Rock,35,202,290,640
egohands-public-1623873255149_png_jpg.rf.b4182a019003b9c315fd1f8d8b7c18c2.jpg,640,640,Scissors,56,257,480,640
IMG_5636_MOV-67_jpg.rf.b444ef25a63eacc92a4db5732bfe6ff2.jpg,640,640,Paper,136,435,462,573




IMG_5636_MOV-58_jpg.rf.b4521b65a1c802c539be3278f347d8ed.jpg,640,640,Rock,459,349,591,442
IMG_5636_MOV-58_jpg.rf.b4521b65a1c802c539be3278f347d8ed.jpg,640,640,Paper,82,343,332,459


IMG_7079_MOV-36_jpg.rf.b46e9ff3b16822b6ada3b6f5d104e1b1.jpg,640,640,Paper,0,210,416,517
egohands-public-1622748414227_png_jpg.rf.b44cc64827b1ddad6b07a3ac121124f2.jpg,640,640,Paper,42,429,355,575
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-199_jpg.rf.b47d5d7c87b291bd2b6f5dc437c1779e.jpg,640,640,Rock,375,259,394,294
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-199_jpg.rf.b47d5d7c87b291bd2b6f5dc437c1779e.jpg,640,640,Rock,266,274,291,325
zoom_tests_RockPaperScissors-mohamed_mp4-212_jpg.rf.b492879450c03e6235085a255e54ae48.jpg,640,640,Scissors,137,268,278,614
youtube-128_jpg.rf.b4869144083ede878e7a1cb1e688391a.jpg,640,640,Scissors,318,249,521,431

egohands-public-1626355938936_png_jpg.rf.b4870e03370972a850000975d3f75d64.jpg,640,640,Scissors,371,430,640,640
IMG_5567_mp4-169_jpg.rf.b4bc06696a806679f72e3ca446730876.jpg,640,640,Paper,341,411,603,463
IMG_5567_mp4-42_jpg.rf.b4b33a00a521cfc0dd7579057a44b1fb.jpg,640,640,Rock,251,367,371,440


egohands-public-1624561279112_png_jpg.rf.b4df6a254dc44e64f11db21fcf45dc19.jpg,640,640,Scissors,360,290,640,550

Screen-Recording-2023-03-11-at-9_48_18-PM_mov-204_jpg.rf.b51e8159223bd76481243ae2241b6782.jpg,640,640,Rock,331,278,354,331
Screen-Recording-2023-03-11-at-9_48_18-PM_mov-204_jpg.rf.b51e8159223bd76481243ae2241b6782.jpg,640,640,Rock,406,253,428,297





IMG_5636_MOV-36_jpg.rf.b54e2b32e15c44da20ddf4c3e92216ff.jpg,640,640,Scissors,386,232,591,397
IMG_7079_MOV-67_jpg.rf.b549ef009a7a319efe684e624e127681.jpg,640,640,Paper,11,242,497,503

zoom_tests_RockPaperScissors-mohamed_mp4-106_jpg.rf.b5722ea4fdbd3973a6f512abb76f6b41.jpg,640,640,Paper,164,295,392,615

egohands-public-1626442368949_png_jpg.rf.b58a4508f28fcc2445dcd11f9a46982c.jpg,640,640,Scissors,380,326,640,586

IMG_5567_mp4-131_jpg.rf.b5940f0a9893639920f82bfce6ede97c.jpg,640,640,Rock,44,453,218,537
